date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:44	14400/14400	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-tensorflow.png.pagespeed.ic.Wdl2Y2fLre.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-tensorflow.png.pagespeed.ic.Wdl2Y2fLre.png	(from https://www.strong.io/machine-learning-development)
14:06:44	10718/10718	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-theano.png.pagespeed.ic.ODH6YelX4g.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-theano.png.pagespeed.ic.ODH6YelX4g.png	(from https://www.strong.io/machine-learning-development)
14:06:44	6555/6555	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-sklearn.png.pagespeed.ic.cC_bYL8HMU.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-sklearn.png.pagespeed.ic.cC_bYL8HMU.png	(from https://www.strong.io/machine-learning-development)
14:06:44	11289/11289	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-spark-mlib.png.pagespeed.ic.YAyrThGpEo.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-spark-mlib.png.pagespeed.ic.YAyrThGpEo.png	(from https://www.strong.io/machine-learning-development)
14:06:45	5852/5852	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-stan.png.pagespeed.ic.DCPfUCTQ3a.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-stan.png.pagespeed.ic.DCPfUCTQ3a.png	(from https://www.strong.io/machine-learning-development)
14:06:45	6399/6399	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-pytorch.png.pagespeed.ic.hV1TAo-ObH.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-pytorch.png.pagespeed.ic.hV1TAo-ObH.png	(from https://www.strong.io/machine-learning-development)
14:06:45	5981/5981	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-lambda.png.pagespeed.ic.byljDKA3Id.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-lambda.png.pagespeed.ic.byljDKA3Id.png	(from https://www.strong.io/machine-learning-development)
14:06:45	5676/5676	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-ec2.png.pagespeed.ic.rVdWxqp9CO.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-ec2.png.pagespeed.ic.rVdWxqp9CO.png	(from https://www.strong.io/machine-learning-development)
14:06:45	11973/11973	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-awsml.png.pagespeed.ic.zeovXl-gNv.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-awsml.png.pagespeed.ic.zeovXl-gNv.png	(from https://www.strong.io/machine-learning-development)
14:06:46	81142/81142	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-optimail.png.pagespeed.ic.H_-EK9WmnX.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-optimail.png.pagespeed.ic.H_-EK9WmnX.png	(from https://www.strong.io/machine-learning-development)
14:06:46	173731/173731	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-prediction.png.pagespeed.ic.FMdVSMATGQ.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-prediction.png.pagespeed.ic.FMdVSMATGQ.png	(from https://www.strong.io/machine-learning-development)
14:06:47	28095/28095	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:47%20GMT	https://www.strong.io/blog/predicting-customer-behavior-machine-learning-to-identify-paying-customers	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/predicting-customer-behavior-machine-learning-to-identify-paying-customers.html	(from https://www.strong.io/machine-learning-development)
14:06:47	27269/27269	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:47%20GMT	https://www.strong.io/optimization	Z:/PycharmProjects/website_copy/strong/www.strong.io/optimization.html	(from https://www.strong.io/data-science-analytics)
14:06:48	27268/27268	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:48%20GMT	https://www.strong.io/customer-segmentation	Z:/PycharmProjects/website_copy/strong/www.strong.io/customer-segmentation.html	(from https://www.strong.io/data-science-analytics)
14:06:48	27367/27367	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:48%20GMT	https://www.strong.io/customer-lifecycle-modeling	Z:/PycharmProjects/website_copy/strong/www.strong.io/customer-lifecycle-modeling.html	(from https://www.strong.io/data-science-analytics)
14:06:49	27379/27379	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:49%20GMT	https://www.strong.io/inferential-statistics	Z:/PycharmProjects/website_copy/strong/www.strong.io/inferential-statistics.html	(from https://www.strong.io/data-science-analytics)
14:06:49	28707/28707	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:49%20GMT	https://www.strong.io/statistical-programming	Z:/PycharmProjects/website_copy/strong/www.strong.io/statistical-programming.html	(from https://www.strong.io/data-science-analytics)
14:06:49	28539/28539	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:49%20GMT	https://www.strong.io/predictive-analytics	Z:/PycharmProjects/website_copy/strong/www.strong.io/predictive-analytics.html	(from https://www.strong.io/data-science-analytics)
14:06:51	206614/206614	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-customer-churn.png.pagespeed.ic.AqUVPFC40P.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-customer-churn.png.pagespeed.ic.AqUVPFC40P.png	(from https://www.strong.io/data-science-analytics)
14:06:51	41923/41923	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:51%20GMT	https://www.strong.io/blog/customer-lifetime-value-avoid-common-pitfalls-and-build-smarter-metrics	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/customer-lifetime-value-avoid-common-pitfalls-and-build-smarter-metrics.html	(from https://www.strong.io/data-science-analytics)
14:06:52	59434/59434	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xcase-gaming.png.pagespeed.ic.1BmRSQpdmY.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-gaming.png.pagespeed.ic.1BmRSQpdmY.jpg	(from https://www.strong.io/data-science-analytics)
14:06:52	23020/23020	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:52%20GMT	https://www.strong.io/case/gaming-churn-prediction	Z:/PycharmProjects/website_copy/strong/www.strong.io/case/gaming-churn-prediction.html	(from https://www.strong.io/data-science-analytics)
14:06:53	27203/27203	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:53%20GMT	https://www.strong.io/custom-data-warehouse	Z:/PycharmProjects/website_copy/strong/www.strong.io/custom-data-warehouse.html	(from https://www.strong.io/big-data-infrastructure)
14:06:53	27092/27092	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:53%20GMT	https://www.strong.io/streaming-analytics	Z:/PycharmProjects/website_copy/strong/www.strong.io/streaming-analytics.html	(from https://www.strong.io/big-data-infrastructure)
14:06:54	27088/27088	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:54%20GMT	https://www.strong.io/serverless-data-applications	Z:/PycharmProjects/website_copy/strong/www.strong.io/serverless-data-applications.html	(from https://www.strong.io/big-data-infrastructure)
14:06:54	27138/27138	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:54%20GMT	https://www.strong.io/big-data-strategy	Z:/PycharmProjects/website_copy/strong/www.strong.io/big-data-strategy.html	(from https://www.strong.io/big-data-infrastructure)
14:06:54	41342/41342	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2026%20Mar%202019%2006:06:54%20GMT	https://www.strong.io/analytics-dashboard	Z:/PycharmProjects/website_copy/strong/www.strong.io/analytics-dashboard	(from https://www.strong.io/big-data-infrastructure)
14:06:55	27173/27173	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:06:55%20GMT	https://www.strong.io/data-reporting	Z:/PycharmProjects/website_copy/strong/www.strong.io/data-reporting.html	(from https://www.strong.io/big-data-infrastructure)
14:06:55	11894/11894	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-athena.png.pagespeed.ic.ZH_DRYec4e.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-athena.png.pagespeed.ic.ZH_DRYec4e.png	(from https://www.strong.io/big-data-infrastructure)
14:06:56	6250/6250	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-firehose.png.pagespeed.ic._vbLqFg4a1.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-firehose.png.pagespeed.ic._vbLqFg4a1.png	(from https://www.strong.io/big-data-infrastructure)
14:06:56	12770/12770	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-hadoop.png.pagespeed.ic.adNJTses5k.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-hadoop.png.pagespeed.ic.adNJTses5k.png	(from https://www.strong.io/big-data-infrastructure)
14:06:57	8068/8068	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-kinesis.png.pagespeed.ic.CG8r8cM9n9.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-kinesis.png.pagespeed.ic.CG8r8cM9n9.png	(from https://www.strong.io/big-data-infrastructure)
14:06:58	7825/7825	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-presto.png.pagespeed.ic.FXs7qw5GAM.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-presto.png.pagespeed.ic.FXs7qw5GAM.png	(from https://www.strong.io/big-data-infrastructure)
14:06:58	5368/5368	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-redshift.png.pagespeed.ic.jFAIV1tUW1.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-redshift.png.pagespeed.ic.jFAIV1tUW1.png	(from https://www.strong.io/big-data-infrastructure)
14:06:59	5262/5262	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-s3.png.pagespeed.ic.xbmLUXDlbE.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-s3.png.pagespeed.ic.xbmLUXDlbE.png	(from https://www.strong.io/big-data-infrastructure)
14:07:01	9699/9699	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-hive.png.pagespeed.ic.X-pNRJV_dv.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-hive.png.pagespeed.ic.X-pNRJV_dv.png	(from https://www.strong.io/big-data-infrastructure)
14:07:01	17013/17013	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-spark.png.pagespeed.ic.MegCGETxLT.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-spark.png.pagespeed.ic.MegCGETxLT.png	(from https://www.strong.io/big-data-infrastructure)
14:07:02	4379/4379	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-nodejs.png.pagespeed.ic.M2QYXE0qeo.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-nodejs.png.pagespeed.ic.M2QYXE0qeo.png	(from https://www.strong.io/app-development)
14:07:03	18079/18079	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-laravel.png.pagespeed.ic.7I3W5wRj0W.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-laravel.png.pagespeed.ic.7I3W5wRj0W.png	(from https://www.strong.io/app-development)
14:07:04	21822/21822	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-ruby.png.pagespeed.ic.8IUtHEPJX5.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-ruby.png.pagespeed.ic.8IUtHEPJX5.png	(from https://www.strong.io/app-development)
14:07:04	23612/23612	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-postgres.png.pagespeed.ic.NJ_BQ3ZEum.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-postgres.png.pagespeed.ic.NJ_BQ3ZEum.png	(from https://www.strong.io/app-development)
14:07:04	7705/7705	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-mysql.png.pagespeed.ic.YHqcc_YRUk.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-mysql.png.pagespeed.ic.YHqcc_YRUk.png	(from https://www.strong.io/app-development)
14:07:06	21374/21374	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-angular.png.pagespeed.ic.c0NSeI7ufJ.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-angular.png.pagespeed.ic.c0NSeI7ufJ.png	(from https://www.strong.io/app-development)
14:07:06	20134/20134	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-react.png.pagespeed.ic.VQd0Gnutqv.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-react.png.pagespeed.ic.VQd0Gnutqv.png	(from https://www.strong.io/app-development)
14:07:06	3892/3892	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtech-vue.png.pagespeed.ic.CGWqO_-pFL.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtech-vue.png.pagespeed.ic.CGWqO_-pFL.png	(from https://www.strong.io/app-development)
14:07:07	135099/135099	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-optimail-1.png.pagespeed.ic.ufY6KygIEO.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-optimail-1.png.pagespeed.ic.ufY6KygIEO.png	(from https://www.strong.io/products/optimail)
14:07:08	49749/49749	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-optimail-2.png.pagespeed.ic.lSyfOxfEfF.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-optimail-2.png.pagespeed.ic.lSyfOxfEfF.png	(from https://www.strong.io/products/optimail)
14:07:09	123621/123621	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xcase-optimail-3.png.pagespeed.ic.ZcPCw9a1kc.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xcase-optimail-3.png.pagespeed.ic.ZcPCw9a1kc.png	(from https://www.strong.io/products/optimail)
14:07:11	28188/28188	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:10%20GMT	https://www.strong.io/blog/strong-bootcamp-model-development-deployment	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/strong-bootcamp-model-development-deployment.html	(from https://www.strong.io/blog)
14:07:12	64876/64876	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:11%20GMT	https://www.strong.io/blog/evolutionary-optimization	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/evolutionary-optimization.html	(from https://www.strong.io/blog)
14:07:12	28332/28332	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:12%20GMT	https://www.strong.io/blog/visualizing-graphs-coulomb-simulation	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/visualizing-graphs-coulomb-simulation.html	(from https://www.strong.io/blog)
14:07:15	19913/19913	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:15%20GMT	https://www.strong.io/blog/data-scientist-role	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/data-scientist-role.html	(from https://www.strong.io/blog)
14:07:15	18483/18483	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:13%20GMT	https://www.strong.io/blog/data-science-consulting-dream-job	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/data-science-consulting-dream-job.html	(from https://www.strong.io/blog)
14:08:24	40133/40133	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xtestimonial-marvin.png.pagespeed.ic.DOkQ80Gi_-.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xtestimonial-marvin.png.pagespeed.ic.DOkQ80Gi_-.png	(from https://www.strong.io/products/optimail)
14:08:25	26915/26915	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:07:13%20GMT	https://www.strong.io/blog/keanu-enter-the-model-matrix	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/keanu-enter-the-model-matrix.html	(from https://www.strong.io/blog)
14:08:29	29230/29230	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:29%20GMT	https://www.strong.io/blog/optimail-email-marketing-artificial-intelligence	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/optimail-email-marketing-artificial-intelligence.html	(from https://www.strong.io/blog)
14:08:31	26028/26028	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:30%20GMT	https://www.strong.io/blog/landing-page-science-optimizing-conversion-rates	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/landing-page-science-optimizing-conversion-rates.html	(from https://www.strong.io/blog)
14:08:31	23291/23291	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:31%20GMT	https://www.strong.io/blog/is-data-science-only-useful-for-organizations-with-big-data	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/is-data-science-only-useful-for-organizations-with-big-data.html	(from https://www.strong.io/blog)
14:08:31	28691/28691	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:31%20GMT	https://www.strong.io/blog/five-things-every-startup-should-be-doing-with-its-data	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/five-things-every-startup-should-be-doing-with-its-data.html	(from https://www.strong.io/blog)
14:08:32	27207/27207	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:32%20GMT	https://www.strong.io/blog/deep-neural-networks-go-to-the-movies	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/deep-neural-networks-go-to-the-movies.html	(from https://www.strong.io/blog)
14:08:32	28884/28884	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202019%2006:08:32%20GMT	https://www.strong.io/blog/movie-ratings	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/movie-ratings.html	(from https://www.strong.io/blog)
14:08:33	2716/2716	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://www.strong.io/js/audit.js.pagespeed.jm.eimHhs7J5m.js	Z:/PycharmProjects/website_copy/strong/www.strong.io/js/audit.js.pagespeed.jm.eimHhs7J5m.js	(from https://www.strong.io/blog/data-science-audit)
14:08:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Mar%202019%2006:08:33%20GMT	http://www.strong.io/blog/is-data-science-only-useful-for-big-data	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/is-data-science-only-useful-for-big-data.95.delayed	(from https://www.strong.io/blog/data-science-audit)
14:08:34	16020/16020	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Mar%202019%2006:08:34%20GMT	https://www.strong.io/blog/is-data-science-only-useful-for-big-data	Z:/PycharmProjects/website_copy/strong/www.strong.io/blog/is-data-science-only-useful-for-big-data	(from https://www.strong.io/blog/data-science-audit)
14:08:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Mar%202019%2006:08:34%20GMT	http://www.strong.io/data-strategy-intelligence	Z:/PycharmProjects/website_copy/strong/www.strong.io/data-strategy-intelligence	(from https://www.strong.io/blog/data-science-audit)
14:08:35	416/416	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Mar%202019%2006:08:35%20GMT	https://www.strong.io/data-strategy-intelligence	Z:/PycharmProjects/website_copy/strong/www.strong.io/data-strategy-intelligence	(from https://www.strong.io/blog/data-science-audit)
14:08:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Mar%202019%2006:08:35%20GMT	http://www.strong.io/research-statistical-consulting	Z:/PycharmProjects/website_copy/strong/www.strong.io/research-statistical-consulting	(from https://www.strong.io/blog/data-science-audit)
14:08:36	420/420	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Mar%202019%2006:08:36%20GMT	https://www.strong.io/research-statistical-consulting	Z:/PycharmProjects/website_copy/strong/www.strong.io/research-statistical-consulting	(from https://www.strong.io/blog/data-science-audit)
14:08:36	36668/36668	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4910-8f3c%22	https://cdnjs.cloudflare.com/ajax/libs/flot/0.8.3/jquery.flot.min.js	Z:/PycharmProjects/website_copy/strong/cdnjs.cloudflare.com/ajax/libs/flot/0.8.3/jquery.flot.min.js	(from https://www.strong.io/blog/predictive-model-roi-calculator)
14:08:36	35913/35913	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4863-8c49%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-slider/9.7.2/bootstrap-slider.min.js	Z:/PycharmProjects/website_copy/strong/cdnjs.cloudflare.com/ajax/libs/bootstrap-slider/9.7.2/bootstrap-slider.min.js	(from https://www.strong.io/blog/predictive-model-roi-calculator)
14:08:37	8930/8930	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4863-22e2%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-slider/9.7.2/css/bootstrap-slider.min.css	Z:/PycharmProjects/website_copy/strong/cdnjs.cloudflare.com/ajax/libs/bootstrap-slider/9.7.2/css/bootstrap-slider.min.css	(from https://www.strong.io/blog/predictive-model-roi-calculator)
14:08:37	4046/4046	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://www.strong.io/js/model-roi-calculator.js.pagespeed.jm.sUXCRnOVxi.js	Z:/PycharmProjects/website_copy/strong/www.strong.io/js/model-roi-calculator.js.pagespeed.jm.sUXCRnOVxi.js	(from https://www.strong.io/blog/predictive-model-roi-calculator)
14:08:38	142391/142391	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-brock.jpg.pagespeed.ic.Z-ycEBlpJg.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-brock.jpg.pagespeed.ic.Z-ycEBlpJg.jpg	(from https://www.strong.io/team)
14:08:38	125159/125159	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-jzweig.png.pagespeed.ic.Zzr4BXgqgM.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-jzweig.png.pagespeed.ic.Zzr4BXgqgM.jpg	(from https://www.strong.io/team)
14:08:38	54037/54037	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-jwdink.png.pagespeed.ic.JqW_eIuQjm.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-jwdink.png.pagespeed.ic.JqW_eIuQjm.jpg	(from https://www.strong.io/team)
14:08:39	214551/214551	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-andrew.png.pagespeed.ic.HM7_w7Ub0t.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-andrew.png.pagespeed.ic.HM7_w7Ub0t.jpg	(from https://www.strong.io/team)
14:08:40	128746/128746	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-jade.png.pagespeed.ic.0ErYA-ZkUX.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-jade.png.pagespeed.ic.0ErYA-ZkUX.jpg	(from https://www.strong.io/team)
14:08:40	63357/63357	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-noah.png.pagespeed.ic.tYv35d48Kx.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-noah.png.pagespeed.ic.tYv35d48Kx.jpg	(from https://www.strong.io/team)
14:08:42	146905/146905	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-sean.png.pagespeed.ic.WlJn3WytAk.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-sean.png.pagespeed.ic.WlJn3WytAk.jpg	(from https://www.strong.io/team)
14:08:42	225579/225579	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-juan.png.pagespeed.ic.4jh2yVYb3U.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-juan.png.pagespeed.ic.4jh2yVYb3U.jpg	(from https://www.strong.io/team)
14:08:45	26105/26105	---MC-	200	added ('OK')	text/javascript	date:Tue,%2026%20Mar%202019%2006:08:43%20GMT	http://www.googleadservices.com/pagead/conversion.js	Z:/PycharmProjects/website_copy/strong/www.googleadservices.com/pagead/f.txt	(from https://www.strong.io/contact)
14:08:45	26740/26740	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xlogo-mercedes-benz.png.pagespeed.ic.dO_QuAmSrE.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xlogo-mercedes-benz.png.pagespeed.ic.dO_QuAmSrE.png	(from https://www.strong.io/machine-learning-consulting)
14:08:45	87689/87689	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.strong.io/img/xteam-scott.png.pagespeed.ic.d9FGVs172U.jpg	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xteam-scott.png.pagespeed.ic.d9FGVs172U.jpg	(from https://www.strong.io/team)
14:08:47	18023/18023	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xlogo-dictionary.png.pagespeed.ic.tNtZ7oJMuC.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xlogo-dictionary.png.pagespeed.ic.tNtZ7oJMuC.png	(from https://www.strong.io/machine-learning-consulting)
14:08:47	19453/19453	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xlogo-stitch-fix.png.pagespeed.ic.PH9X9Jqj7d.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xlogo-stitch-fix.png.pagespeed.ic.PH9X9Jqj7d.png	(from https://www.strong.io/machine-learning-consulting)
14:08:47	32822/32822	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xlogo-wind-creek.png.pagespeed.ic.XirZ9-nCoQ.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xlogo-wind-creek.png.pagespeed.ic.XirZ9-nCoQ.png	(from https://www.strong.io/machine-learning-consulting)
14:08:47	19847/19847	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.strong.io/img/xlogo-micatu.png.pagespeed.ic.gyZjTLF5jN.png	Z:/PycharmProjects/website_copy/strong/www.strong.io/img/xlogo-micatu.png.pagespeed.ic.gyZjTLF5jN.png	(from https://www.strong.io/machine-learning-consulting)
